image_id,age,gender,race,service_test
1264,0-2,Male,Latino_Hispanic,True
1265,20-29,Female,Southeast Asian,False
1266,20-29,Male,East Asian,True
1267,10-19,Male,Black,True
1268,10-19,Male,Black,False
1269,3-9,Male,White,False
10000,50-59,Male,White,False
10001,more than 70,Female,Latino_Hispanic,False
10002,30-39,Male,White,True
10003,3-9,Male,East Asian,False
10004,40-49,Male,Indian,False
10005,20-29,Male,Southeast Asian,False
10006,20-29,Male,Latino_Hispanic,True
10007,3-9,Male,Indian,False
10008,20-29,Female,Latino_Hispanic,False
10009,3-9,Female,East Asian,True
10010,20-29,Male,Black,True
10011,3-9,Male,Black,False
10012,10-19,Male,Middle Eastern,True
10013,20-29,Female,Middle Eastern,True
10014,30-39,Female,Latino_Hispanic,True
10015,30-39,Male,Indian,False
10016,50-59,Male,Latino_Hispanic,False
10017,50-59,Male,Indian,False
10018,20-29,Female,White,False
10019,40-49,Male,Latino_Hispanic,True
10020,3-9,Male,Black,False
10021,20-29,Male,Black,True
10022,3-9,Male,Black,True
10023,0-2,Female,East Asian,False
10024,30-39,Female,Latino_Hispanic,True
10025,20-29,Female,Middle Eastern,True
10026,20-29,Male,East Asian,True
10027,3-9,Female,Southeast Asian,False
10028,3-9,Female,White,True
10029,20-29,Female,East Asian,True
10030,50-59,Male,East Asian,True
10031,10-19,Male,Middle Eastern,True
10032,20-29,Female,Black,True
10033,50-59,Male,Latino_Hispanic,True
10034,30-39,Female,Black,False
10035,10-19,Male,East Asian,False
10036,20-29,Female,Latino_Hispanic,False
10037,30-39,Male,Southeast Asian,False
10038,20-29,Female,Latino_Hispanic,True
10039,40-49,Male,White,False
10040,10-19,Female,Latino_Hispanic,False
10041,3-9,Male,Black,False
10042,20-29,Male,Southeast Asian,False
10043,20-29,Male,White,True
10044,20-29,Female,Southeast Asian,False
10045,30-39,Male,Latino_Hispanic,True
10046,10-19,Male,Indian,True
10047,20-29,Female,Black,False
10048,20-29,Female,Black,True
10049,20-29,Male,White,False
10050,20-29,Male,Black,True
10051,20-29,Male,Southeast Asian,False
10052,10-19,Female,Indian,False
10053,30-39,Male,Black,False
10054,30-39,Male,Middle Eastern,False
10055,30-39,Male,White,False
10056,30-39,Female,Black,True
10057,40-49,Female,Indian,False
10058,20-29,Female,Southeast Asian,True
10059,40-49,Male,Latino_Hispanic,False
10060,10-19,Male,Black,True
10061,20-29,Female,Middle Eastern,True
10062,20-29,Female,Latino_Hispanic,False
10063,40-49,Female,Black,True
10064,30-39,Male,Black,True
10065,20-29,Female,White,True
10066,30-39,Female,White,False
10067,10-19,Male,White,True
10068,20-29,Female,Middle Eastern,True
10069,10-19,Male,Black,False
10070,40-49,Male,White,False
10071,40-49,Female,Black,True
10072,30-39,Female,White,False
10073,40-49,Male,White,True
10074,40-49,Male,Black,True
10075,10-19,Female,East Asian,True
10076,30-39,Female,Latino_Hispanic,True
10077,20-29,Male,East Asian,False
10078,10-19,Male,Black,False
10079,3-9,Female,Latino_Hispanic,False
10080,30-39,Female,Black,True
10081,60-69,Male,Southeast Asian,False
10082,10-19,Female,Southeast Asian,True
10083,20-29,Male,White,False
10084,30-39,Male,White,False
10085,10-19,Female,East Asian,True
10086,40-49,Male,White,False
10087,20-29,Male,Latino_Hispanic,True
10088,40-49,Female,Latino_Hispanic,False
10089,20-29,Female,White,True
10090,0-2,Male,Black,False
10091,20-29,Male,Middle Eastern,True
10092,40-49,Female,White,True
10093,3-9,Female,White,False
10094,40-49,Female,Black,False
10095,50-59,Male,East Asian,True
10096,50-59,Male,East Asian,False
10097,3-9,Male,Black,False
10098,30-39,Male,Black,False
10099,20-29,Male,East Asian,False
10100,30-39,Female,White,False
10101,60-69,Male,Middle Eastern,True
10102,20-29,Male,Black,True
10103,3-9,Male,Latino_Hispanic,True
10104,20-29,Male,East Asian,False
10105,more than 70,Male,Middle Eastern,True
10106,20-29,Female,White,False
10107,30-39,Male,Southeast Asian,True
10108,30-39,Male,Middle Eastern,True
10109,40-49,Male,White,False
10110,3-9,Male,White,False
10111,30-39,Male,Latino_Hispanic,True
10112,10-19,Male,Latino_Hispanic,False
10113,20-29,Male,White,False
10114,3-9,Female,Latino_Hispanic,False
10115,20-29,Female,East Asian,False
10116,20-29,Female,Latino_Hispanic,True
10117,30-39,Female,Indian,False
10118,50-59,Female,White,True
10119,3-9,Male,Latino_Hispanic,True
10120,30-39,Male,Latino_Hispanic,False
10121,10-19,Male,Southeast Asian,False
10122,10-19,Male,Indian,True
10123,40-49,Female,Southeast Asian,True
10124,40-49,Male,Indian,False
10125,30-39,Male,Latino_Hispanic,True
10126,40-49,Female,Black,True
10127,20-29,Male,White,False
10128,30-39,Female,Black,True
10129,30-39,Male,Black,True
10130,40-49,Female,Indian,True
10131,30-39,Male,Middle Eastern,False
10132,10-19,Female,Black,False
10133,30-39,Male,East Asian,True
10134,10-19,Female,East Asian,True
10135,30-39,Female,Latino_Hispanic,False
10136,20-29,Female,Black,True
10137,10-19,Female,Middle Eastern,True
10138,20-29,Male,White,False
10139,60-69,Male,Latino_Hispanic,True
10140,30-39,Male,White,False
10141,3-9,Male,Black,True
10142,30-39,Female,Latino_Hispanic,True
10143,3-9,Female,Latino_Hispanic,False
10144,0-2,Male,White,False
10145,40-49,Female,Black,False
10146,3-9,Male,Indian,False
10147,30-39,Male,Latino_Hispanic,False
10148,3-9,Male,Black,False
10149,20-29,Female,Indian,True
10150,20-29,Female,Southeast Asian,False
10151,20-29,Male,Middle Eastern,True
10152,20-29,Male,Indian,True
10153,20-29,Female,White,True
10154,20-29,Female,East Asian,False
10155,3-9,Male,Indian,True
10156,20-29,Female,Middle Eastern,True
10157,10-19,Female,East Asian,False
10158,50-59,Male,Middle Eastern,False
10159,60-69,Female,Latino_Hispanic,False
10160,30-39,Female,Latino_Hispanic,True
10161,3-9,Female,Southeast Asian,True
10162,40-49,Male,Middle Eastern,True
10163,10-19,Male,Southeast Asian,False
10164,40-49,Male,White,False
10165,30-39,Female,Latino_Hispanic,False
10166,3-9,Female,East Asian,True
10167,20-29,Female,Middle Eastern,True
10168,30-39,Male,Black,False
10169,10-19,Female,East Asian,False
10170,50-59,Female,White,True
10171,0-2,Female,Latino_Hispanic,False
10172,20-29,Female,Latino_Hispanic,False
10173,30-39,Female,Black,True
10174,3-9,Female,Indian,False
10175,10-19,Female,Southeast Asian,True
10176,3-9,Female,White,False
10177,20-29,Female,Southeast Asian,True
10178,30-39,Female,Latino_Hispanic,False
10179,20-29,Male,White,False
10180,20-29,Female,White,True
10181,10-19,Female,Latino_Hispanic,False
10182,60-69,Female,White,False
10183,30-39,Male,Indian,True
10184,30-39,Female,Latino_Hispanic,False
10185,30-39,Female,Indian,True
10186,10-19,Female,White,True
10187,20-29,Female,Indian,True
10188,3-9,Male,Indian,False
10189,30-39,Female,Latino_Hispanic,True
10190,20-29,Female,East Asian,False
10191,20-29,Male,East Asian,False
10192,20-29,Male,Indian,True
10193,3-9,Male,East Asian,False
10194,10-19,Female,Middle Eastern,True
10195,30-39,Female,White,False
10196,50-59,Female,Indian,False
10197,3-9,Female,East Asian,False
10198,20-29,Female,White,False
10199,3-9,Female,Black,False
10200,3-9,Male,Black,False
10201,30-39,Male,White,False
10202,30-39,Female,White,False
10203,60-69,Male,Latino_Hispanic,False
10204,30-39,Male,Southeast Asian,False
10205,20-29,Female,Indian,True
10206,20-29,Male,Latino_Hispanic,True
10207,20-29,Female,East Asian,False
10208,20-29,Female,East Asian,True
10209,60-69,Male,Middle Eastern,True
10210,3-9,Male,Indian,True
10211,20-29,Female,Indian,False
10212,10-19,Male,East Asian,False
10213,10-19,Male,Indian,False
10214,30-39,Male,Black,False
10215,40-49,Male,Indian,True
10216,3-9,Female,Black,False
10217,40-49,Female,Black,False
10218,20-29,Female,Southeast Asian,True
10219,10-19,Male,Middle Eastern,True
10220,20-29,Male,Latino_Hispanic,True
10221,3-9,Female,Latino_Hispanic,False
10222,10-19,Male,East Asian,True
10223,30-39,Male,Middle Eastern,False
10224,20-29,Female,East Asian,True
10225,40-49,Male,White,False
10226,50-59,Male,Latino_Hispanic,False
10227,10-19,Female,White,True
10228,20-29,Female,East Asian,False
10229,3-9,Female,Middle Eastern,True
10230,3-9,Male,White,False
10231,30-39,Female,Latino_Hispanic,True
10232,20-29,Male,East Asian,True
10233,60-69,Female,White,True
10234,10-19,Male,Latino_Hispanic,True
10235,40-49,Male,Latino_Hispanic,False
10236,3-9,Male,Middle Eastern,False
10237,30-39,Female,Indian,True
10238,3-9,Male,Indian,False
10239,20-29,Male,White,False
10240,10-19,Male,Indian,False
10241,20-29,Female,Latino_Hispanic,True
10242,10-19,Female,Indian,True
10243,30-39,Male,Indian,False
10244,50-59,Female,Indian,True
10245,10-19,Male,Black,False
10246,20-29,Female,Latino_Hispanic,True
10247,40-49,Male,Latino_Hispanic,False
10248,30-39,Female,White,False
10249,3-9,Male,Indian,False
10250,40-49,Male,White,False
10251,50-59,Male,Middle Eastern,False
10252,10-19,Male,Indian,False
10253,30-39,Male,Middle Eastern,True
10254,50-59,Male,Middle Eastern,False
10255,10-19,Female,Latino_Hispanic,False
10256,0-2,Male,East Asian,False
10257,20-29,Male,White,False
10258,10-19,Male,Middle Eastern,True
10259,50-59,Male,White,False
10260,30-39,Female,Black,False
10261,30-39,Female,Latino_Hispanic,False
10262,3-9,Male,Southeast Asian,False
10263,3-9,Male,White,True
10264,3-9,Female,East Asian,False
10265,10-19,Female,East Asian,True
10266,40-49,Female,Latino_Hispanic,False
10267,20-29,Male,Southeast Asian,True
10268,3-9,Male,Middle Eastern,True
10269,30-39,Male,White,True
10270,3-9,Male,Southeast Asian,True
10271,30-39,Male,Southeast Asian,True
10272,20-29,Female,East Asian,True
10273,30-39,Female,East Asian,True
10274,30-39,Male,Middle Eastern,True
10275,60-69,Male,Indian,False
10276,3-9,Female,Latino_Hispanic,False
10277,30-39,Female,Indian,False
10278,10-19,Female,Southeast Asian,False
10279,40-49,Female,East Asian,True
10280,3-9,Female,Middle Eastern,True
10281,20-29,Male,Indian,True
10282,20-29,Male,Black,True
10283,30-39,Female,White,False
10284,40-49,Male,Middle Eastern,False
10285,60-69,Male,Latino_Hispanic,True
10286,3-9,Female,Southeast Asian,False
10287,30-39,Male,White,True
10288,30-39,Male,Southeast Asian,False
10289,30-39,Male,Indian,False
10290,20-29,Female,Black,True
10291,50-59,Male,Latino_Hispanic,False
10292,30-39,Female,White,False
10293,20-29,Female,White,False
10294,30-39,Female,Black,False
10295,30-39,Male,East Asian,True
10296,40-49,Female,Southeast Asian,False
10297,30-39,Male,Black,False
10298,20-29,Male,Middle Eastern,True
10299,30-39,Female,Middle Eastern,True
10300,20-29,Male,White,False
10301,20-29,Female,East Asian,False
10302,20-29,Male,East Asian,True
10303,20-29,Female,Indian,True
10304,30-39,Female,White,False
10305,3-9,Female,Latino_Hispanic,True
10306,40-49,Male,White,False
10307,40-49,Male,White,False
10308,30-39,Female,Middle Eastern,True
10309,20-29,Male,Indian,True
10310,20-29,Female,Southeast Asian,True
10311,20-29,Male,Indian,True
10312,20-29,Female,Southeast Asian,True
10313,3-9,Male,Latino_Hispanic,True
10314,50-59,Male,East Asian,False
10315,20-29,Male,Middle Eastern,True
10316,30-39,Male,Middle Eastern,True
10317,60-69,Male,Latino_Hispanic,False
10318,40-49,Male,Southeast Asian,True
10319,30-39,Female,Southeast Asian,True
10320,0-2,Male,White,False
10321,50-59,Male,Indian,False
10322,50-59,Male,Middle Eastern,True
10323,3-9,Male,Middle Eastern,True
10324,40-49,Male,White,True
10325,20-29,Female,Southeast Asian,True
10326,20-29,Male,Middle Eastern,True
10327,40-49,Female,Latino_Hispanic,True
10328,30-39,Male,Indian,True
10329,20-29,Female,East Asian,False
10330,20-29,Male,East Asian,False
10331,30-39,Female,White,False
10332,10-19,Male,East Asian,True
10333,60-69,Male,White,False
10334,20-29,Female,Latino_Hispanic,False
10335,0-2,Female,Black,False
10336,30-39,Male,Indian,True
10337,20-29,Female,Indian,False
10338,20-29,Female,Latino_Hispanic,True
10339,10-19,Male,Southeast Asian,True
10340,20-29,Female,Southeast Asian,True
10341,60-69,Male,Black,True
10342,60-69,Female,Indian,False
10343,3-9,Female,Black,True
10344,20-29,Male,Latino_Hispanic,True
10345,20-29,Female,Black,True
10346,20-29,Female,East Asian,True
10347,20-29,Female,East Asian,True
10348,20-29,Male,East Asian,True
10349,30-39,Male,East Asian,False
10350,20-29,Female,Middle Eastern,True
10351,20-29,Female,East Asian,False
10352,30-39,Male,Latino_Hispanic,False
10353,10-19,Female,Black,False
10354,30-39,Female,Indian,True
10355,10-19,Male,Indian,True
10356,20-29,Male,East Asian,False
10357,20-29,Male,East Asian,False
10358,40-49,Female,White,False
10359,10-19,Female,Black,False
10360,50-59,Female,Black,False
10361,0-2,Male,Indian,False
10362,30-39,Male,East Asian,False
10363,20-29,Female,Indian,True
10364,50-59,Female,East Asian,True
10365,20-29,Female,White,False
10366,20-29,Female,East Asian,False
10367,40-49,Male,Black,False
10368,40-49,Female,Indian,True
10369,20-29,Female,Black,False
10370,10-19,Female,Indian,True
10371,20-29,Female,White,False
10372,10-19,Female,Black,True
10373,40-49,Female,White,False
10374,20-29,Female,Latino_Hispanic,False
10375,20-29,Male,Latino_Hispanic,True
10376,30-39,Male,Latino_Hispanic,False
10377,20-29,Female,White,True
10378,10-19,Female,Indian,False
10379,20-29,Male,Latino_Hispanic,True
10380,50-59,Female,Middle Eastern,True
10381,20-29,Female,East Asian,False
10382,3-9,Male,White,False
10383,20-29,Female,White,True
10384,30-39,Male,Latino_Hispanic,False
10385,40-49,Male,Indian,True
10386,10-19,Female,Black,False
10387,30-39,Male,Indian,True
10388,50-59,Male,Middle Eastern,True
10389,20-29,Female,White,True
10390,10-19,Female,Latino_Hispanic,True
10391,50-59,Male,Southeast Asian,True
10392,20-29,Female,Latino_Hispanic,True
10393,30-39,Female,Southeast Asian,True
10394,10-19,Female,Black,False
10395,50-59,Male,White,False
10396,10-19,Female,East Asian,True
10397,30-39,Male,Middle Eastern,False
10398,20-29,Female,Black,False
10399,20-29,Female,Black,False
10400,20-29,Female,Latino_Hispanic,False
10401,20-29,Female,East Asian,False
10402,20-29,Male,Indian,True
10403,50-59,Male,Middle Eastern,False
10404,50-59,Female,Black,True
10405,more than 70,Male,Latino_Hispanic,False
10406,30-39,Male,East Asian,True
10407,10-19,Female,Latino_Hispanic,False
10408,30-39,Female,East Asian,True
10409,40-49,Female,White,False
10410,50-59,Male,White,False
10411,30-39,Female,East Asian,False
10412,30-39,Male,Latino_Hispanic,True
10413,20-29,Female,East Asian,False
10414,50-59,Male,White,False
10415,40-49,Female,Indian,False
10416,20-29,Female,East Asian,True
10417,10-19,Male,Indian,True
10418,3-9,Male,Indian,False
10419,60-69,Male,Indian,True
10420,10-19,Female,Southeast Asian,False
10421,10-19,Male,Latino_Hispanic,False
10422,20-29,Male,White,True
10423,10-19,Female,Indian,True
10424,20-29,Male,Black,True
10425,20-29,Female,Latino_Hispanic,False
10426,40-49,Female,East Asian,True
10427,30-39,Male,White,False
10428,10-19,Male,White,False
10429,0-2,Male,Black,False
10430,20-29,Male,Middle Eastern,True
10431,20-29,Male,Southeast Asian,False
10432,30-39,Male,White,False
10433,30-39,Female,East Asian,False
10434,20-29,Female,White,False
10435,50-59,Female,White,False
10436,20-29,Female,White,True
10437,20-29,Male,White,False
10438,30-39,Female,Indian,True
10439,30-39,Female,Latino_Hispanic,True
10440,20-29,Female,East Asian,False
10441,20-29,Male,Latino_Hispanic,False
10442,30-39,Female,East Asian,False
10443,30-39,Male,Indian,False
10444,10-19,Male,East Asian,False
10445,3-9,Male,Black,False
10446,10-19,Male,Indian,True
10447,40-49,Male,White,False
10448,10-19,Female,Latino_Hispanic,False
10449,60-69,Male,Middle Eastern,False
10450,20-29,Female,Latino_Hispanic,False
10451,40-49,Female,Middle Eastern,True
10452,30-39,Male,East Asian,False
10453,30-39,Female,White,False
10454,30-39,Male,Middle Eastern,False
10455,10-19,Female,Latino_Hispanic,True
10456,20-29,Male,East Asian,True
10457,40-49,Male,White,False
10458,20-29,Female,White,True
10459,10-19,Male,East Asian,True
10460,10-19,Male,East Asian,False
10461,3-9,Male,Indian,False
10462,30-39,Male,Middle Eastern,False
10463,40-49,Male,Southeast Asian,True
10464,30-39,Male,Latino_Hispanic,False
10465,3-9,Male,East Asian,False
10466,20-29,Male,East Asian,False
10467,20-29,Female,East Asian,False
10468,20-29,Female,East Asian,True
10469,more than 70,Female,Indian,False
10470,40-49,Female,Indian,False
10471,60-69,Female,Latino_Hispanic,True
10472,20-29,Female,East Asian,True
10473,0-2,Male,East Asian,False
10474,30-39,Male,East Asian,False
10475,20-29,Female,Southeast Asian,False
10476,20-29,Male,Southeast Asian,False
10477,30-39,Male,White,False
10478,30-39,Male,Middle Eastern,False
10479,3-9,Female,White,False
10480,30-39,Female,White,True
10481,3-9,Female,Southeast Asian,False
10482,30-39,Female,White,False
10483,3-9,Male,Latino_Hispanic,True
10484,10-19,Male,Southeast Asian,False
10485,50-59,Female,White,False
10486,10-19,Male,East Asian,True
10487,30-39,Female,Southeast Asian,True
10488,3-9,Female,Southeast Asian,False
10489,10-19,Male,Southeast Asian,True
10490,20-29,Male,East Asian,False
10491,20-29,Female,Southeast Asian,True
10492,20-29,Female,Latino_Hispanic,False
10493,20-29,Female,Middle Eastern,True
10494,30-39,Male,Black,False
10495,30-39,Male,Southeast Asian,False
10496,40-49,Female,Indian,True
10497,40-49,Male,White,True
10498,50-59,Male,Southeast Asian,False
10499,40-49,Female,Black,False
10500,30-39,Female,Black,True
10501,more than 70,Male,Southeast Asian,False
10502,10-19,Female,Latino_Hispanic,False
10503,60-69,Male,Indian,False
10504,20-29,Male,Southeast Asian,True
10505,20-29,Male,Southeast Asian,False
